Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
AA,1211,DTW,DFW,6,805,175,1
XE,2501,IAH,ELP,1,680,121,1
B6,1321,BOS,BWI,3,380,89,0
EV,5334,ATL,ABY,6,574,62,0
9E,3740,MLI,DTW,4,380,102,0
US,907,CLT,TPA,2,880,103,1
DL,41,MSP,LAX,3,1170,252,1
AA,1972,ORD,RDU,1,1040,115,1
WN,1048,DAL,SAT,3,880,60,1
WN,44,TPA,HOU,5,910,150,1
WN,647,DEN,TUL,4,490,90,0
DL,1063,LAX,MCO,2,1360,281,1
DL,2342,ATL,EWR,3,1295,129,0
FL,450,ATL,MSY,6,974,98,1
MQ,3584,MKE,DFW,5,680,160,0
WN,313,BWI,CLE,5,995,75,1
US,1015,IAH,CLT,3,615,142,1
AA,823,ICT,DFW,7,885,80,0
US,456,PHX,SLC,5,1065,97,0
EV,5575,ILM,ATL,7,475,99,0
UA,587,OMA,ORD,5,880,91,1
XE,2887,EWR,BWI,3,482,76,0
UA,16,ORD,BWI,5,817,114,0
OO,7766,PIH,SLC,4,1093,60,0
US,1755,PHL,DCA,5,1264,56,0
YV,2654,CLT,BUF,6,564,102,0
OH,6444,AVL,DTW,2,750,110,0
AA,1246,DFW,MIA,6,850,160,0
F9,462,LAX,MKE,5,1420,240,1
OO,7043,DEN,MFR,3,1109,170,1
OO,6546,MFR,PDX,5,539,74,0
WN,894,MSY,TPA,2,525,85,1
DL,2529,MSP,TPA,3,545,187,0
EV,4973,ATL,VPS,2,660,76,1
YV,2897,DRO,PHX,4,1095,113,1
DL,301,CLT,ATL,7,435,94,0
WN,687,LAS,SJC,5,1105,80,1
OH,6298,CVG,DTW,1,800,84,0
AA,2333,ORD,DFW,1,880,155,1
EV,5455,ATL,SDF,3,645,88,1
AS,482,SEA,SAN,3,940,160,0
OO,6537,MKG,ORD,7,1227,53,1
WN,2057,OMA,LAS,6,880,185,1
WN,976,SMF,DEN,3,360,150,0
F9,269,SNA,DEN,3,1208,127,0
XE,2816,EWR,PVD,5,925,59,0
DL,2812,ATL,ORD,2,635,129,1
AS,459,LAX,SEA,1,750,157,0
WN,663,MDW,BUF,4,1100,85,1
DL,1215,BOS,SLC,4,1050,329,1
AS,152,OME,OTZ,3,804,44,0
B6,291,SEA,LGB,4,638,154,0
MQ,3678,MIA,TLH,1,420,85,0
CO,586,IAH,MCO,6,455,128,0
WN,826,SLC,PHX,2,1195,100,1
DL,2552,TPA,LGA,5,1169,162,0
FL,653,ATL,SAT,2,1260,161,0
CO,151,RDU,IAH,2,365,180,0
WN,211,ABQ,SAN,1,565,120,1
DL,2426,FLL,ATL,4,485,124,0
US,723,PHL,ORD,4,950,145,0
WN,1199,MDW,OMA,5,800,90,0
AS,152,ANC,OME,7,660,95,0
WN,1932,RNO,SLC,6,550,80,0
XE,2109,EWR,DTW,2,870,119,0
B6,81,JFK,FLL,7,899,192,0
WN,2705,BWI,CMH,4,1210,80,1
EV,5332,DTW,ELM,4,1079,78,0
B6,766,BQN,MCO,6,240,169,0
WN,864,DEN,SAN,1,1300,145,1
US,1776,FLL,CLT,1,1005,117,0
WN,1060,OAK,LAX,3,1215,75,1
OH,6597,DCA,JAX,7,1210,134,0
EV,5307,ATL,HOU,7,831,136,0
AS,574,PDX,SAN,2,1210,137,1
OO,6274,DEN,BFL,2,1100,152,1
WN,754,MSY,BNA,7,655,85,1
US,353,PHX,MSP,5,950,181,0
WN,3147,SLC,BWI,1,750,250,1
AA,860,MIA,JFK,6,1045,185,1
OH,6564,DTW,ALB,4,620,99,0
WN,333,PHL,DEN,2,855,275,1
MQ,4263,TYS,ORD,7,1185,115,0
9E,3814,MSP,CLE,7,800,120,0
DL,2416,LAS,DTW,2,857,236,1
AA,1952,ABQ,DFW,7,715,100,0
EV,5396,GNV,ATL,5,1076,93,1
OO,6841,ORD,LNK,6,1053,99,0
US,656,PHX,SNA,4,1270,80,0
XE,2887,EWR,BWI,4,482,76,1
YV,2603,MYR,CLT,4,432,68,0
YV,2827,PHX,TUS,4,1067,43,0
MQ,4486,JFK,BOS,3,1200,80,1
FL,1101,RSW,CMH,2,1129,143,0
EV,4982,GRK,ATL,4,724,134,1
US,995,DTW,CLT,7,390,103,0
US,1735,CLT,MCO,7,990,103,0
XE,2319,EWR,MHT,5,870,71,1
AS,365,SMF,SEA,6,560,115,0
HA,375,HNL,LIH,4,1130,37,0
9E,3893,FWA,ATL,4,360,115,0
DL,2350,PDX,ATL,4,722,278,1
WN,565,MDW,BHM,5,1075,105,1
WN,43,MCO,BDL,4,480,155,0
XE,2249,IAH,MEM,4,600,86,0
WN,908,MCI,MDW,3,525,80,1
CO,259,DCA,IAH,4,735,208,0
US,500,LAX,PHX,7,975,81,1
EV,5485,ATL,MDT,4,500,116,0
B6,579,HPN,PBI,5,650,170,0
DL,1936,MDW,ATL,6,360,120,0
OO,6937,DEN,DSM,2,1049,93,1
OO,6424,ORD,MKE,2,715,42,1
AS,668,SEA,AUS,1,695,226,0
WN,1414,MSY,PHX,2,685,215,0
OO,6296,RNO,LAX,1,392,86,0
WN,994,RDU,PHL,4,685,75,1
WN,372,MSP,MDW,2,630,95,0
YV,1041,HNL,ITO,4,950,49,1
WN,527,FLL,TPA,2,645,60,0
US,2048,DCA,BOS,3,1260,81,0
DL,2155,ATL,LAX,4,1035,300,0
OO,6575,MFR,SFO,4,621,75,1
EV,7098,JFK,IAD,3,612,81,1
OO,4751,BOI,SLC,5,1175,73,1
OH,6481,BNA,MEM,3,1025,66,0
CO,1607,TPA,IAH,6,728,142,0
AA,2127,PHL,MIA,7,365,175,0
AA,1682,DFW,MEM,1,765,85,1
DL,1015,BHM,ATL,4,900,63,1
DL,2434,TPA,DCA,5,425,124,0
XE,2970,LBB,IAH,2,655,94,0
FL,829,SRQ,MKE,5,1110,160,0
WN,1386,MKE,MCI,1,630,100,0
9E,3677,DTW,MBS,5,1195,55,0
WN,1868,SDF,BHM,4,650,70,1
HA,302,HNL,ITO,6,806,52,0
CO,1807,TPA,IAH,6,1125,142,0
DL,2997,JFK,PDX,6,1110,380,0
WN,1128,MHT,PHL,4,830,95,0
UA,118,LAX,SFO,3,920,83,0
B6,687,BOS,DCA,7,925,99,0
9E,4297,DTW,LIT,7,935,143,1
YV,2610,CLT,EWR,3,725,113,0
F9,403,DEN,LAX,7,525,146,1
OO,7799,COD,SLC,5,364,97,0
DL,2237,SEA,HNL,7,1040,376,1
CO,362,CLE,PHX,4,1053,265,1
WN,60,TPA,HOU,3,1145,150,1
AA,705,DFW,PSP,4,605,190,0
EV,5056,ATL,CHA,4,960,51,0
AA,549,FLL,ORD,5,450,195,0
US,2048,DCA,BOS,1,1260,81,0
MQ,3917,ORD,ROC,5,970,100,0
DL,166,TPA,JFK,6,748,164,1
9E,3842,LEX,DTW,5,1029,91,0
OO,6338,LAX,SAN,6,975,45,0
XE,2145,OMA,IAH,3,841,140,1
WN,598,LAS,BUF,1,985,260,1
9E,3738,ATL,HOU,5,525,159,0
WN,288,MCI,DAL,3,815,90,0
DL,2525,MSP,PDX,2,555,232,0
WN,1413,PHX,ABQ,1,1010,65,1
WN,2093,BWI,MHT,6,760,75,0
MQ,4138,PIT,ORD,3,1180,105,1
WN,2970,MDW,LAS,7,480,255,0
FL,930,ATL,JAX,5,545,67,0
XE,5948,ORD,CLE,1,645,72,1
AA,1888,DFW,JAX,4,410,125,0
WN,59,AMA,DAL,1,1170,65,1
XE,2646,ATL,EWR,3,495,130,1
AA,863,MIA,SJU,3,760,145,1
WN,526,BUR,OAK,4,955,70,1
US,2186,DCA,LGA,5,1200,83,0
OH,6404,BOS,DCA,7,635,108,0
XE,2022,IND,EWR,3,1100,120,0
WN,1381,AUS,SAN,7,1145,190,1
EV,5466,TUL,DTW,1,1065,135,0
DL,2842,ATL,EWR,7,515,140,1
XE,2105,IAH,GRR,4,770,148,0
HA,115,OGG,HNL,6,458,34,0
US,1452,CLT,JFK,5,565,115,1
DL,1407,MSY,MEM,1,996,86,1
WN,554,RSW,MDW,1,495,180,0
OH,6308,MEM,BOS,1,515,166,0
OH,6692,IAH,JFK,4,480,223,0
DL,2436,MSP,BZN,6,1290,156,0
WN,2873,ONT,SJC,1,725,70,1
OO,7759,EKO,SLC,7,483,72,1
UA,247,DEN,MCI,1,1072,103,0
OO,4885,SLC,TUL,3,1205,143,0
AS,462,SEA,LAX,4,720,148,1
OO,6262,BUR,SFO,6,905,76,1
DL,1233,ATL,MSY,2,890,98,0
DL,1749,ATL,SFO,6,1147,331,1
XE,2209,CLE,GSP,7,1010,80,0
EV,4988,ABE,ATL,7,395,145,0
OO,6583,COS,DEN,3,600,49,1
DL,1981,MSP,MEM,6,390,128,0
MQ,3677,CMH,MIA,6,890,170,1
FL,829,SRQ,MKE,3,1133,152,1
EV,4959,ATL,ABY,5,1236,55,0
DL,1155,ATL,JAX,3,1306,71,1
AA,1534,DEN,DFW,4,515,120,0
WN,48,RDU,MCO,2,820,105,0
CO,1467,PHX,CLE,1,55,222,0
OO,4457,BIL,MSP,7,800,119,1
US,1186,MEM,CLT,1,765,93,1
DL,1213,ATL,PNS,3,1138,73,0
WN,3915,HOU,BNA,3,450,105,0
XE,2325,EWR,GSO,4,1020,102,1
B6,30,JFK,ROC,5,1350,81,0
B6,470,RSW,BOS,5,1170,171,1
WN,136,LAS,SEA,1,750,165,1
AS,754,SEA,STL,1,675,225,0
WN,2992,OMA,STL,1,750,70,1
XE,5973,LAN,ORD,4,340,71,0
UA,323,PHL,DEN,3,482,271,0
OH,6350,DSM,MSP,1,1020,66,0
XE,2875,DAY,IAH,4,1113,172,0
XE,5951,ICT,ORD,5,360,110,0
WN,738,MDW,OMA,4,1030,95,1
WN,1907,MSP,MDW,7,630,95,0
MQ,4485,LGA,DTW,3,890,125,0
CO,1562,IAH,RSW,7,855,131,1
OO,7034,DEN,SEA,3,930,176,0
DL,1717,ATL,DEN,1,675,205,1
B6,525,EWR,MCO,2,841,165,1
MQ,4103,LIT,ORD,6,1055,120,1
DL,2507,OMA,MSP,4,426,84,1
FL,1452,HPN,PBI,2,965,179,1
AA,541,DFW,ELP,3,1075,105,0
WN,3597,MDW,MCO,3,1185,160,1
MQ,2811,DFW,AMA,6,800,70,0
CO,744,IAH,CLE,7,780,158,0
CO,389,CLE,PHX,1,1250,282,1
WN,1577,PHX,BUR,1,590,90,0
OO,6673,SFO,MRY,5,499,42,0
AA,364,DFW,PBI,3,1180,150,1
WN,738,DEN,SEA,4,1230,190,1
US,481,PHL,DEN,6,470,264,0
WN,2393,PHL,RDU,6,920,85,1
UA,8,SNA,SFO,1,405,106,0
AA,1504,MIA,BDL,2,645,175,0
US,541,DFW,LAS,7,450,178,0
UA,860,IAD,BOS,6,510,94,0
XE,2763,VPS,IAH,3,734,116,1
OH,6734,GRR,DTW,4,620,64,0
DL,1291,MEM,ATL,7,1030,90,0
CO,149,FLL,IAH,2,895,175,1
WN,1015,SAT,BWI,4,430,190,0
EV,5366,SGF,ATL,5,360,119,0
AS,463,LAX,SEA,7,1170,162,1
DL,2312,SLC,ANC,4,1315,306,1
DL,2570,LAX,SLC,4,375,119,1
AS,459,LAX,SEA,2,750,157,0
OO,4513,OKC,MEM,2,725,94,0
DL,2670,ATL,FNT,2,538,123,0
WN,452,DAL,AUS,2,490,55,0
OO,6577,DEN,COS,5,1145,35,0
EV,5608,GNV,ATL,3,757,86,0
FL,556,ATL,BUF,2,1255,119,0
DL,320,SMF,ATL,7,713,267,1
WN,2007,BNA,FLL,5,480,130,1
WN,325,PHX,BUR,4,1055,85,1
AA,2465,BOS,DFW,7,805,265,1
XE,3045,EWR,IND,1,917,136,0
CO,1185,EWR,ORD,1,1005,160,1
F9,327,BOS,MKE,1,1055,164,1
AS,586,PDX,SNA,7,700,142,0
YV,7242,ORD,SBN,4,1305,42,1
WN,1108,DEN,ABQ,3,1260,75,1
FL,683,ATL,ICT,4,625,148,0
OO,6659,DEN,COS,1,1310,35,0
DL,1468,SAN,CVG,1,685,240,0
FL,314,ATL,CLT,6,786,63,1
CO,521,ATL,IAH,4,1125,144,1
XE,5936,ORD,ICT,4,1079,116,1
XE,2463,CLE,DFW,1,740,179,0
OO,6547,IAH,ORD,3,385,151,0
MQ,2741,DFW,LFT,7,910,75,0
OO,6533,IDA,DEN,2,1030,89,0
B6,1007,BOS,JFK,1,552,70,0
FL,660,HPN,ATL,4,431,149,0
WN,1603,MAF,DAL,2,385,70,0
EV,4951,ATL,CVG,4,1007,88,0
DL,1168,LAX,FLL,4,1360,285,1
AA,1296,DFW,ATL,7,565,120,0
OO,4636,MSP,FAR,1,1165,65,1
EV,5142,ATL,ILM,3,572,80,0
OO,7017,COS,DEN,4,1137,41,0
WN,575,TPA,BWI,3,1015,130,0
DL,2557,JFK,SAN,6,1190,378,0
9E,4008,ATL,SBN,5,570,119,0
DL,2456,SLC,MSP,4,525,165,0
AA,470,FAT,DFW,1,810,195,0
WN,1652,DEN,ONT,6,570,140,1
WN,785,BHM,DAL,3,460,115,0
WN,1693,MCI,DAL,1,955,90,1
OO,6443,OKC,LAX,3,658,192,0
EV,7351,ATL,OKC,4,1301,139,1
AA,1788,DFW,RDU,6,665,145,0
WN,1661,PHX,PHL,5,960,270,1
CO,458,IAH,DCA,4,775,170,1
WN,346,PDX,LAS,2,410,125,1
WN,3946,SEA,PHX,1,535,170,0
FL,521,BWI,TPA,5,570,144,0
DL,1997,ATL,RDU,6,760,82,0
B6,181,JFK,SAN,5,510,374,0
OH,6382,DTW,HSV,3,520,122,1
XE,3017,VPS,IAH,2,390,114,0
AA,500,SAN,DFW,1,875,175,1
WN,704,HRL,HOU,4,520,60,1
XE,2931,IAH,MFE,4,1001,74,0
HA,8,HNL,LAS,2,1375,345,1
MQ,4260,BWI,ORD,4,360,140,0
US,1748,LAS,PHL,6,695,286,0
OO,6758,SEA,PDX,2,921,48,0
XE,2468,CRP,IAH,1,566,59,0
US,1783,CLT,LAS,1,480,301,0
OH,6752,GEG,MSP,1,430,180,0
UA,937,IAD,DEN,2,1050,239,1
CO,1033,LGA,IAH,1,630,251,0
YV,7254,ORD,SAV,3,466,120,0
FL,537,MEM,ATL,7,594,76,1
F9,370,DEN,MKE,6,630,133,0
WN,1551,MSY,LAX,2,790,260,1
FL,1621,PHL,MCO,2,420,150,0
DL,1056,SJC,MSP,7,389,231,0
OO,6292,MRY,LAX,7,1226,71,1
MQ,2742,XNA,DFW,2,595,75,1
UA,361,DEN,MTJ,6,680,56,0
OO,7803,SLC,TWF,7,1013,64,1
AA,373,DFW,SNA,1,765,195,0
WN,3496,LIT,PHX,1,420,195,0
FL,476,ATL,BWI,7,899,105,1
MQ,3701,DCA,ORD,7,945,125,0
WN,3659,BNA,BHM,5,745,50,1
EV,5093,ATL,DHN,4,1319,60,0
WN,3429,OAK,SAN,1,420,85,1
WN,2022,FLL,LAS,4,465,340,0
OO,6616,DEN,ASE,2,812,44,1
WN,1214,BWI,BDL,7,610,65,1
US,1897,CLT,ATL,3,1340,67,0
MQ,3637,MIA,SDF,1,1275,155,0
DL,1489,ATL,CHS,1,970,75,1
DL,2711,ATL,DFW,3,440,150,0
AS,852,HNL,SEA,7,865,337,1
MQ,4181,ORD,GRB,6,705,55,0
AA,1279,DFW,PHX,3,790,160,0
DL,1655,ATL,LAX,4,575,305,1
DL,721,MSP,ATL,7,1116,156,0
WN,2985,LAX,SJC,5,555,65,0
MQ,2733,DFW,GPT,1,1220,90,1
DL,2061,PHL,ATL,6,390,140,0
AS,104,ANC,SEA,1,1140,202,0
US,231,PHX,DTW,7,595,238,1
OO,4460,SLC,BZN,5,585,90,0
OO,6708,PHX,SFO,2,853,122,1
EV,5195,ATL,LWB,6,645,86,0
AA,1657,JFK,MIA,3,965,210,1
DL,1875,MSP,DFW,7,1020,156,1
OO,4537,PHX,SLC,3,740,97,0
DL,2047,LGA,ATL,3,480,161,0
WN,3403,BWI,BOS,5,880,80,0
MQ,3216,HOU,DFW,2,730,70,0
B6,1296,PIT,BOS,2,1125,93,0
WN,2361,HRL,SAT,7,430,55,0
WN,2159,DEN,BOS,5,600,230,1
US,351,PHX,MSP,2,790,186,1
WN,1671,FLL,ALB,3,770,185,1
US,1182,FLL,CLT,1,690,117,1
WN,3306,MSY,PHX,5,790,220,1
US,150,SAN,PHL,4,390,307,0
DL,1737,BWI,DTW,3,585,95,0
UA,543,BOS,ORD,5,1047,172,0
WN,2290,LAS,DEN,4,1220,110,1
DL,2173,ATL,MIA,7,660,123,0
B6,14,FLL,JFK,5,1001,175,0
DL,1653,MSP,SEA,5,415,230,0
CO,677,PHL,IAH,3,738,227,1
OO,6893,ACV,SFO,6,360,83,0
CO,1581,SEA,ANC,2,788,222,1
CO,709,IAH,PDX,4,1090,278,1
EV,5412,SHV,ATL,4,606,103,0
WN,601,DEN,MSP,4,1140,120,1
YV,2668,CLT,BNA,5,961,88,0
WN,1833,ISP,BWI,6,500,70,0
AA,254,OGG,LAX,2,840,305,0
WN,1943,MCO,STL,2,885,155,1
F9,630,DEN,MSN,2,942,119,0
EV,7099,ORD,CVG,3,415,68,1
US,1775,PHL,DCA,3,1065,55,0
OO,6299,ATW,ORD,5,360,55,0
WN,3101,LAX,SJC,3,845,65,0
B6,74,JFK,BTV,3,1005,82,1
WN,3047,SNA,LAS,2,915,65,1
UA,643,ORD,PDX,4,909,280,0
AS,81,SEA,ANC,4,360,219,0
UA,598,ORD,BWI,7,482,110,0
B6,767,MCO,PSE,3,1413,160,1
OO,4634,LGB,SLC,5,602,120,0
WN,1021,HOU,AUS,1,735,45,1
OO,7007,MFR,PDX,5,330,74,0
EV,5472,ECP,ATL,7,608,69,0
WN,3685,LAS,BHM,1,565,205,1
AA,664,FLL,JFK,5,705,170,0
US,1890,PBI,CLT,7,900,112,0
WN,793,MDW,JAN,1,660,120,1
WN,3949,FLL,BNA,1,580,145,1
9E,3928,PIA,DTW,1,385,95,0
XE,2670,ORF,EWR,3,800,87,1
EV,4984,DCA,BOS,6,475,95,0
AA,1518,SEA,DFW,5,655,235,0
9E,3847,ROC,DTW,4,750,89,0
OH,6437,RIC,CVG,4,405,117,1
US,493,PHX,DEN,2,1190,110,0
XE,3055,SAV,IAH,7,1070,160,1
9E,3666,TUL,MSP,3,697,123,0
AS,603,LAS,SEA,1,420,160,0
FL,850,EYW,MCO,4,785,65,0
OO,6512,PSP,LAX,3,377,47,0
YV,7218,BDL,ORD,2,642,162,1
DL,1523,BOS,DTW,5,986,144,1
UA,448,SMF,DEN,3,788,141,0
EV,5486,CHS,ATL,3,761,82,0
F9,265,SNA,DEN,4,405,145,0
B6,1436,LGB,SFO,6,1060,81,1
DL,2606,SFO,MSP,4,35,216,1
DL,1729,JFK,LAS,7,1215,363,0
OO,6673,MRY,SFO,4,566,44,0
DL,2218,MSP,DTW,2,690,109,1
UA,740,OAK,DEN,1,360,148,0
AA,1235,BOS,DFW,7,1015,270,1
OO,6824,SBN,ORD,3,555,46,0
WN,151,SAN,PHX,3,925,70,1
CO,377,RSW,EWR,3,885,164,1
WN,1665,SMF,LAX,6,400,80,0
WN,2911,MCO,MSY,6,835,110,1
UA,882,ORD,BOS,1,996,136,0
UA,850,ORD,PIT,3,1091,91,0
UA,363,IAD,ORD,4,1325,133,1
DL,1078,LGA,MSY,5,475,217,0
DL,2406,SFO,MSP,6,725,229,1
OO,6936,COS,DEN,4,770,40,1
UA,457,IAD,ATL,4,540,124,0
9E,3699,DTW,ABE,2,630,93,0
MQ,4249,BDL,ORD,6,960,165,1
WN,2267,BWI,MDW,5,375,125,1
UA,550,SFO,SAN,5,655,96,0
OO,6292,PDX,SFO,5,1158,109,1
CO,1455,PBI,EWR,5,437,163,0
AA,1587,DFW,AUS,4,815,55,1
WN,2596,SEA,PHX,6,445,170,1
9E,3980,PNS,MEM,3,985,91,1
OO,6972,LAX,SEA,7,790,166,0
B6,1290,PIT,BOS,1,431,94,0
B6,1424,LGB,PDX,6,1085,141,0
MQ,4271,ORD,RDU,6,600,120,1
WN,59,AUS,SJC,7,995,230,1
AA,785,DFW,MSY,2,1305,75,0
US,1456,DCA,MCO,3,615,142,0
WN,2855,DEN,LAS,7,695,120,0
WN,1374,LAX,SFO,6,1170,75,0
AA,1491,PHL,DFW,7,995,240,0
DL,78,MCO,JFK,7,805,160,0
B6,458,FLL,BOS,3,1165,177,0
9E,4173,DTW,TVC,4,1165,76,1
EV,5249,ILM,ATL,1,677,92,0
B6,358,BUR,JFK,3,1290,301,1
CO,1589,IAH,SAN,2,890,210,1
US,96,PIT,PHL,3,1245,71,0
OH,6671,DTW,CVG,7,824,76,0
OO,6821,SFO,RDD,3,491,69,1
WN,1493,JAN,HOU,5,420,85,0
DL,1947,LGA,ATL,3,720,160,0
UA,744,DEN,BOS,7,503,224,0
WN,1022,LAS,SNA,1,1115,70,0
FL,525,BWI,TPA,6,937,148,0
DL,2307,ATL,LIT,6,1145,108,1
YV,2634,CLT,ORF,4,453,65,0
FL,841,ATL,MCO,6,1260,86,1
DL,1956,CVG,BOS,7,1140,119,0
YV,2643,CLT,MEM,3,1355,116,0
XE,3122,MSY,IAH,3,433,77,1
OO,6323,ORD,FSD,7,1018,104,1
XE,2513,MHT,EWR,2,567,79,0
DL,2033,ATL,MSY,3,970,100,0
DL,1200,ATL,BOS,6,600,160,0
MQ,4267,ORD,EVV,5,1255,70,0
FL,316,ATL,CLT,3,1061,63,1
CO,397,IAH,LAS,5,1065,210,0
WN,237,PDX,RNO,1,465,80,1
DL,1850,LAS,MSP,7,803,187,1
B6,1114,MCO,RIC,5,895,106,0
DL,2058,MCO,JFK,5,1115,157,1
MQ,2772,XNA,DFW,7,1145,75,0
FL,926,ATL,MCI,3,540,134,0
EV,5016,ATL,CAE,1,815,58,1
AA,1277,DFW,AUS,1,970,60,0
UA,643,ORD,PDX,2,916,280,0
XE,5999,TUL,ORD,3,863,117,0
YV,2862,FLG,PHX,1,1075,63,0
OO,4804,FAT,SLC,6,811,101,0
WN,1229,BNA,PHX,1,1040,240,0
WN,949,MCO,DEN,1,535,255,0
YV,7217,CHS,ORD,5,398,148,1
US,1980,PHL,PVD,3,945,68,0
UA,149,ORD,SFO,5,425,291,0
AA,33,JFK,LAX,1,475,380,0
WN,578,SMF,LAX,7,1050,80,1
US,1144,SAN,PHL,4,685,305,1
YV,7236,IAD,LGA,7,1040,89,0
DL,2179,DCA,SLC,7,1050,295,0
XE,2714,BWI,EWR,7,1005,85,1
WN,514,BWI,BHM,3,920,130,1
US,1826,PHL,MHT,4,1265,78,1
OH,6355,DTW,MKE,7,740,74,0
US,1457,CLT,FLL,6,805,119,0
DL,2763,JFK,LAX,5,540,393,0
OO,6250,PDX,RDM,3,790,38,0
FL,907,PHF,ATL,4,904,114,1
MQ,3352,DFW,XNA,4,680,70,0
XE,2371,BWI,CLE,1,580,72,0
EV,5262,BHM,ATL,5,480,81,0
DL,2526,FLL,ATL,1,425,123,0
EV,7138,IAD,MHT,2,1025,91,1
OO,6848,SFO,SBA,6,1363,76,1
DL,2004,FLL,DTW,6,770,190,0
MQ,3703,ORD,ATL,1,1060,125,1
9E,3918,SAT,MEM,2,709,116,1
OH,6622,MEM,ORD,6,1160,111,1
WN,3310,PBI,ISP,3,1125,160,1
WN,525,LAX,AUS,3,580,170,1
AA,597,ORD,SAT,3,1120,180,1
OO,6603,ONT,SFO,7,425,85,0
UA,778,BDL,IAD,4,601,92,0
DL,1156,MDW,ATL,4,480,114,0
CO,507,ONT,IAH,1,75,167,0
DL,1315,DTW,SLC,4,725,242,1
DL,1465,JFK,SFO,5,1035,395,0
9E,4209,MEM,GPT,5,875,79,0
EV,5306,ATL,SBN,4,905,111,0
XE,5973,ICT,ORD,3,431,110,0
OO,6474,PSP,LAX,3,753,47,0
US,1788,CLT,ORD,5,1345,123,0
DL,9,ATL,TPA,6,1230,92,0
YV,7210,IAD,BDL,4,742,74,0
US,984,CLT,MSP,5,1335,158,1
OO,6499,LAX,SJC,7,555,69,0
AA,459,DCA,DFW,6,670,215,0
US,1638,TPA,CLT,3,720,100,1
EV,5554,ATL,PNS,5,655,80,0
FL,587,BWI,GRR,5,1295,105,0
CO,15,EWR,HNL,7,710,655,0
WN,833,LAX,MDW,4,1140,230,0
US,2142,LGA,BOS,2,1200,75,0
DL,2686,ATL,LGA,4,1120,136,1
B6,520,MCO,EWR,7,485,145,1
9E,3658,MSP,FSD,5,570,70,0
WN,759,RDU,BNA,3,720,95,1
AA,2272,DFW,DCA,4,825,160,0
MQ,3757,SAT,ORD,4,1090,160,0
HA,280,OGG,KOA,4,935,32,0
US,1401,CLT,FLL,1,975,120,0
CO,1712,SJU,IAH,6,1047,272,0
WN,697,AUS,LAS,1,470,185,0
WN,1804,SAT,DEN,5,985,140,1
OO,4811,SLC,OAK,5,1006,122,0
AA,1923,SFO,LAX,2,755,85,1
CO,35,IAH,AUS,1,925,52,1
WN,490,HOU,AUS,4,1215,45,1
9E,3739,MSP,RST,3,1295,45,0
DL,1164,MCI,ATL,7,998,122,1
XE,5988,ORD,CLE,3,455,71,0
DL,2446,PHX,SLC,1,435,109,0
WN,955,BWI,BDL,4,865,65,0
MQ,3235,DFW,ACT,1,780,40,0
XE,2209,CLE,GSP,1,1005,82,1
AA,1877,CLT,DFW,2,1160,180,0
F9,496,CAK,DEN,6,375,202,1
9E,3913,LBB,MEM,2,970,116,1
YV,2945,IAD,CLT,6,505,98,0
EV,5256,TRI,DTW,3,450,115,0
EV,4994,ATL,HPN,1,855,135,0
AA,630,MCO,JFK,5,720,150,1
WN,1686,TPA,BHM,3,1160,85,1
OH,6464,CVG,CLT,2,1135,92,0
XE,2391,EWR,DAY,2,968,118,1
WN,3761,BOI,SEA,3,1180,85,1
WN,1952,OAK,LAX,1,590,75,1
OH,6747,RIC,JFK,5,791,87,0
B6,741,MCO,SJU,2,420,157,1
CO,800,FLL,EWR,5,870,183,0
DL,1751,MSP,LAS,6,540,213,1
UA,189,ORD,SAN,1,507,259,1
CO,1548,IAH,FLL,5,790,144,0
DL,2875,MCI,MEM,1,985,86,1
UA,952,PHX,IAD,4,592,249,0
US,763,PHL,MIA,1,595,186,0
AA,1154,DFW,ICT,7,765,75,1
FL,633,BWI,DAY,7,630,90,0
DL,201,ATL,MCO,5,480,86,1
AA,1099,DFW,ABQ,7,615,115,0
CO,1563,RSW,IAH,7,395,148,0
OO,6542,DEN,DRO,3,606,64,0
9E,4381,BHM,DTW,5,940,135,0
DL,2393,DTW,MSP,5,725,126,0
UA,381,ORD,SMF,6,588,283,1
DL,1719,DTW,LAX,4,730,305,1
FL,76,FLL,ATL,2,1015,116,0
F9,219,AUS,DEN,7,1136,133,0
DL,2217,DTW,LAS,4,515,285,1
B6,63,JFK,TPA,5,360,176,1
FL,1001,MCO,MDT,3,455,140,0
WN,40,ECP,HOU,3,810,120,0
WN,3763,SLC,DEN,1,600,90,1
XE,2144,EWR,ROC,7,1024,82,0
WN,285,LAX,TUS,4,460,80,1
MQ,4590,MSP,LGA,7,375,164,0
DL,2583,ATL,SLC,4,500,268,0
MQ,3453,DFW,MKE,7,560,135,1
9E,4008,ATL,SBN,5,570,119,0
WN,1227,PHL,MDW,4,750,135,1
CO,697,IAH,LAS,4,885,207,0
FL,484,MCO,BWI,4,873,128,0
WN,1215,SAT,DAL,2,940,55,1
CO,47,IAH,LAX,6,1150,218,1
OO,6601,MSN,DEN,5,517,168,1
WN,1001,DAL,MSY,2,1005,80,1
XE,2019,GSP,IAH,4,845,154,0
WN,894,DAL,MSY,1,420,80,1
CO,174,HNL,SNA,4,840,335,0
AS,76,JNU,SEA,2,795,134,0
US,250,SAN,PHX,3,390,84,1
OO,6388,DEN,ABQ,1,919,70,0
